CustomerID,Age,Gender,Region,Occupation,NetworkType,ServiceProvider,PlanType,PlanCost,ContractLength,CallMinutesPerMonth,DataUsagePerMonth(GB),TextMessagesPerMonth,InternationalCallMinutes,ChurnStatus,CustomerSatisfaction,ComplaintsLodged,PromotionsAvailed,MonthlyCharges,TotalRevenue,PaymentMethod,DeviceType,NumberOfSIMs,RoamingStatus,LoyaltyProgramParticipation,ReferralProgramParticipation
1899,66,Female,Rural,Housewife,4G,Jio,Postpaid,899,12,1762,13.05,355,83,Yes,2,Yes,No,2678,47113,Net Banking,Basic Phone,3,Yes,No,No
1900,56,Female,Rural,Unemployed,4G,Airtel,Prepaid,1618,12,2037,4.53,62,43,Yes,2,No,Yes,4232,57188,Credit Card,Tablet,3,Yes,No,No
1901,19,Female,Urban,Working Professional,5G,Airtel,Postpaid,1943,0,2377,18.03,358,72,No,3,Yes,Yes,521,79055,Debit Card,Basic Phone,3,No,No,Yes
1902,29,Female,Urban,Housewife,5G,Airtel,Prepaid,1665,24,1662,49.99,473,37,Yes,3,Yes,No,1151,19278,UPI,Smartphone,2,No,No,No
1903,32,Male,Urban,Unemployed,5G,Jio,Prepaid,924,6,2255,18.02,197,90,No,4,Yes,Yes,4808,4838,UPI,Basic Phone,1,No,Yes,Yes
1904,22,Male,Urban,Unemployed,5G,Vodafone,Postpaid,1708,6,2050,48.53,370,37,No,4,No,Yes,1696,61042,Credit Card,Smartphone,1,No,No,Yes
1905,33,Female,Urban,Working Professional,5G,Vodafone,Postpaid,1867,0,1282,48.53,230,87,Yes,3,No,No,3429,13572,Net Banking,Basic Phone,2,No,No,Yes
1906,19,Female,Urban,Unemployed,5G,Vodafone,Postpaid,598,24,2336,20.16,458,99,No,4,No,No,991,34417,Net Banking,Smartphone,2,Yes,No,Yes
1907,35,Male,Urban,Retired,5G,Vodafone,Prepaid,189,0,2528,32.74,94,95,No,3,Yes,Yes,1190,47208,UPI,Tablet,3,Yes,Yes,Yes
1908,31,Female,Urban,Working Professional,5G,Airtel,Postpaid,1784,12,905,15.34,127,27,No,5,No,Yes,4525,9549,Net Banking,Tablet,2,Yes,No,No
1909,51,Female,Rural,Working Professional,4G,Airtel,Prepaid,103,6,1412,37.76,148,41,Yes,1,Yes,Yes,4908,30922,Debit Card,Basic Phone,3,Yes,No,No
1910,66,Male,Rural,Working Professional,5G,Jio,Postpaid,1426,0,224,14.21,359,26,Yes,2,Yes,Yes,151,59615,Net Banking,Basic Phone,1,Yes,No,Yes
1911,33,Male,Urban,Student,5G,Vodafone,Postpaid,521,0,2044,20.96,274,57,No,4,No,Yes,3924,4422,UPI,Smartphone,1,No,No,Yes
1912,29,Male,Urban,Unemployed,5G,Vodafone,Postpaid,1615,24,2553,28.07,54,43,Yes,3,Yes,No,4334,69230,Net Banking,Basic Phone,3,Yes,No,No
1913,28,Male,Urban,Working Professional,4G,Airtel,Postpaid,1282,24,1075,26.65,39,75,No,3,No,No,3461,82670,UPI,Basic Phone,2,No,Yes,No
1914,20,Female,Urban,Working Professional,5G,Jio,Postpaid,932,12,2298,19.83,118,43,No,4,No,Yes,861,95543,Credit Card,Smartphone,2,No,No,Yes
1915,57,Male,Rural,Working Professional,4G,Vodafone,Prepaid,584,0,1016,36.17,304,23,No,4,Yes,No,247,61218,Debit Card,Basic Phone,3,No,Yes,Yes
1916,52,Male,Rural,Unemployed,4G,Jio,Prepaid,1728,12,1514,14.28,81,34,No,5,Yes,Yes,2618,22508,UPI,Tablet,1,Yes,No,Yes
1917,22,Male,Urban,Unemployed,4G,Jio,Prepaid,982,6,1665,48.9,463,43,No,4,No,No,4631,40424,Credit Card,Tablet,2,Yes,Yes,No
1918,54,Male,Rural,Working Professional,4G,Airtel,Prepaid,273,12,1163,23.69,469,75,Yes,3,Yes,No,345,98644,Debit Card,Basic Phone,3,Yes,Yes,No
1919,25,Male,Urban,Student,5G,Vodafone,Postpaid,111,24,1131,1.3,435,94,No,4,No,Yes,3847,8394,Debit Card,Tablet,2,Yes,No,Yes
1920,30,Female,Urban,Retired,5G,Vodafone,Postpaid,1971,0,1484,37.99,56,68,No,5,No,No,2236,58286,Debit Card,Basic Phone,3,No,Yes,Yes
1921,40,Female,Rural,Retired,5G,Jio,Postpaid,1620,12,533,12.13,183,83,No,5,Yes,Yes,1029,9107,Debit Card,Basic Phone,3,Yes,Yes,No
1922,33,Female,Urban,Working Professional,4G,Jio,Prepaid,959,24,1916,22.97,451,9,Yes,3,Yes,No,4478,36125,UPI,Tablet,3,No,No,Yes
1923,20,Female,Urban,Housewife,5G,Airtel,Postpaid,673,0,1597,11.62,395,78,No,4,No,No,139,76534,Credit Card,Basic Phone,3,Yes,Yes,Yes
1924,48,Female,Rural,Unemployed,5G,Vodafone,Prepaid,481,6,741,25.61,473,13,Yes,2,No,Yes,4276,42165,Debit Card,Tablet,2,No,Yes,Yes
1925,23,Male,Urban,Working Professional,4G,Airtel,Postpaid,1886,24,2323,42.78,104,71,No,4,Yes,No,4407,35287,Debit Card,Smartphone,3,No,No,Yes
1926,67,Female,Rural,Unemployed,4G,Jio,Postpaid,634,6,2852,28.73,170,4,Yes,3,Yes,No,3309,11309,UPI,Basic Phone,3,No,Yes,Yes
1927,50,Female,Rural,Working Professional,4G,Vodafone,Postpaid,828,6,1809,28.61,104,1,No,3,Yes,No,4104,78778,Debit Card,Basic Phone,2,Yes,Yes,Yes
1928,20,Female,Urban,Working Professional,4G,Airtel,Postpaid,283,6,2791,28.28,171,32,Yes,1,Yes,Yes,4422,39990,Debit Card,Smartphone,2,No,Yes,Yes
1929,62,Male,Rural,Working Professional,4G,Vodafone,Prepaid,1779,6,558,41.36,18,21,No,4,Yes,No,3403,87901,UPI,Tablet,1,Yes,No,No
1930,38,Male,Rural,Working Professional,4G,Airtel,Postpaid,1974,6,2039,43.63,208,98,No,5,No,No,2422,10281,Credit Card,Basic Phone,2,No,Yes,No
1931,28,Male,Urban,Student,5G,Vodafone,Postpaid,1555,24,2097,26.55,290,29,No,4,No,No,4247,4024,Net Banking,Tablet,1,Yes,Yes,No
1932,25,Female,Urban,Unemployed,4G,Jio,Postpaid,1627,24,2551,31.7,241,14,Yes,1,No,Yes,102,64850,UPI,Tablet,1,Yes,No,Yes
1933,22,Male,Urban,Working Professional,5G,Vodafone,Prepaid,1082,0,62,20.15,137,98,No,3,Yes,No,2665,72169,UPI,Tablet,2,No,No,Yes
1934,69,Male,Rural,Working Professional,4G,Vodafone,Postpaid,742,12,629,44.07,314,31,No,5,No,No,4174,74804,Debit Card,Smartphone,2,No,Yes,No
1935,65,Female,Rural,Working Professional,4G,Jio,Postpaid,1999,0,1288,30.47,333,9,No,3,Yes,Yes,2817,81919,Net Banking,Tablet,1,No,Yes,Yes
1936,24,Male,Urban,Unemployed,5G,Jio,Postpaid,759,0,860,15.07,405,3,No,4,No,No,716,7439,Credit Card,Tablet,3,No,Yes,Yes
1937,41,Male,Rural,Working Professional,4G,Vodafone,Prepaid,841,12,2072,31.6,308,73,Yes,2,No,Yes,949,3557,Credit Card,Smartphone,1,Yes,Yes,No
1938,19,Male,Urban,Unemployed,5G,Airtel,Postpaid,562,6,2077,5.62,162,43,No,5,No,No,1750,51908,Debit Card,Tablet,1,No,No,Yes
1939,45,Female,Rural,Student,4G,Jio,Prepaid,1438,0,2415,17.23,307,8,Yes,1,Yes,No,1106,33850,Debit Card,Smartphone,3,Yes,Yes,Yes
1940,60,Female,Rural,Student,4G,Airtel,Postpaid,699,12,2809,20.31,393,80,No,3,Yes,Yes,835,44517,Debit Card,Smartphone,3,Yes,No,No
1941,70,Male,Rural,Working Professional,4G,Airtel,Prepaid,1151,12,1224,49.03,358,99,No,4,No,Yes,2628,32671,Debit Card,Tablet,2,No,Yes,Yes
1942,35,Female,Urban,Unemployed,5G,Jio,Postpaid,1902,12,2862,48.99,269,73,No,3,No,Yes,2263,18234,Credit Card,Tablet,2,No,Yes,Yes
1943,20,Female,Urban,Student,4G,Airtel,Postpaid,1416,12,2811,1.64,495,40,Yes,2,No,No,2447,85481,Net Banking,Tablet,2,No,No,No
1944,18,Female,Urban,Working Professional,5G,Jio,Prepaid,144,6,1003,27.12,74,14,No,3,No,No,4315,28997,Credit Card,Smartphone,2,No,No,Yes
1945,18,Male,Urban,Working Professional,5G,Vodafone,Prepaid,1495,0,1004,4.0,364,24,No,3,Yes,Yes,1018,71684,Debit Card,Tablet,1,No,No,Yes
1946,41,Male,Rural,Student,4G,Vodafone,Postpaid,1077,6,2607,22.47,390,16,No,5,No,No,3772,3389,UPI,Basic Phone,2,Yes,Yes,No
1947,25,Male,Urban,Student,5G,Airtel,Prepaid,397,24,1972,22.66,103,100,No,4,No,Yes,3790,97399,Net Banking,Basic Phone,3,Yes,Yes,Yes
1948,33,Female,Urban,Working Professional,4G,Jio,Prepaid,875,0,1731,48.5,412,0,No,5,Yes,No,3699,92920,Debit Card,Tablet,3,Yes,No,Yes
1949,30,Male,Urban,Working Professional,5G,Vodafone,Postpaid,935,6,2406,35.56,424,92,No,3,No,No,3212,39312,Net Banking,Tablet,1,Yes,No,Yes
1950,25,Female,Urban,Working Professional,5G,Vodafone,Postpaid,1105,24,1988,17.58,223,97,No,4,Yes,Yes,503,51577,Credit Card,Tablet,2,Yes,Yes,No
1951,41,Female,Rural,Retired,4G,Vodafone,Postpaid,1762,24,2528,13.44,356,22,Yes,1,No,No,1410,23441,UPI,Smartphone,3,No,Yes,No
1952,68,Male,Rural,Unemployed,4G,Airtel,Prepaid,671,6,1186,25.78,207,42,No,4,Yes,Yes,3816,61196,Net Banking,Tablet,3,Yes,Yes,Yes
1953,28,Female,Urban,Housewife,5G,Jio,Prepaid,324,24,1749,37.62,154,82,No,3,Yes,No,2064,34990,Credit Card,Smartphone,3,No,Yes,No
1954,20,Male,Urban,Unemployed,5G,Airtel,Postpaid,1155,0,2203,49.04,465,60,No,3,Yes,No,357,79880,Net Banking,Tablet,2,Yes,No,No
1955,33,Female,Urban,Student,5G,Vodafone,Postpaid,930,24,2384,40.47,399,21,No,4,No,No,540,41529,UPI,Smartphone,1,No,Yes,No
1956,48,Male,Rural,Student,4G,Jio,Prepaid,858,6,1440,11.24,58,36,No,4,Yes,No,730,9617,Debit Card,Smartphone,2,No,Yes,No
1957,26,Male,Urban,Working Professional,5G,Jio,Prepaid,1139,12,183,8.28,488,7,No,4,Yes,Yes,1878,79239,Debit Card,Basic Phone,3,Yes,No,Yes
1958,28,Male,Urban,Working Professional,4G,Vodafone,Prepaid,473,12,954,16.36,177,88,No,3,No,No,3613,24861,Net Banking,Smartphone,3,No,No,Yes
1959,69,Female,Rural,Unemployed,4G,Airtel,Postpaid,653,0,1719,1.08,439,32,No,4,No,No,1766,28165,Credit Card,Basic Phone,2,No,Yes,No
1960,23,Female,Urban,Student,4G,Jio,Prepaid,556,24,965,7.09,1,79,No,3,No,No,3825,67023,UPI,Smartphone,1,Yes,Yes,Yes
1961,58,Female,Rural,Working Professional,4G,Vodafone,Postpaid,1348,12,2230,7.43,194,8,Yes,3,Yes,Yes,2349,87511,Credit Card,Basic Phone,2,Yes,No,No
1962,53,Male,Rural,Working Professional,4G,Jio,Prepaid,1699,0,1957,22.94,281,5,No,5,No,No,631,90513,Net Banking,Smartphone,3,Yes,Yes,No
1963,30,Female,Urban,Unemployed,5G,Jio,Prepaid,1211,24,1766,31.45,128,48,No,4,Yes,No,1978,58304,Debit Card,Smartphone,3,Yes,No,No
1964,48,Female,Rural,Working Professional,4G,Airtel,Prepaid,805,0,2149,15.57,409,27,Yes,2,No,Yes,448,86523,Credit Card,Tablet,1,Yes,No,Yes
1965,28,Female,Urban,Student,4G,Vodafone,Postpaid,624,6,1953,48.33,143,76,Yes,3,Yes,No,1197,66552,Net Banking,Tablet,2,Yes,No,Yes
1966,43,Female,Rural,Unemployed,4G,Airtel,Prepaid,1358,0,167,9.52,284,35,No,4,No,Yes,3984,24715,Debit Card,Basic Phone,3,No,Yes,Yes
1967,29,Male,Urban,Working Professional,5G,Airtel,Postpaid,1881,12,1625,28.78,494,28,No,4,Yes,Yes,3847,92082,UPI,Smartphone,3,No,Yes,No
1968,66,Male,Rural,Retired,4G,Airtel,Prepaid,941,12,121,17.22,453,22,Yes,2,Yes,No,1319,90922,Net Banking,Smartphone,1,No,No,No
1969,65,Female,Rural,Working Professional,4G,Airtel,Prepaid,1232,6,2165,30.23,113,78,No,4,No,No,1162,99516,Debit Card,Smartphone,3,No,Yes,No
1970,21,Male,Urban,Working Professional,5G,Airtel,Postpaid,504,6,2306,29.1,428,43,No,3,No,Yes,3933,49745,Net Banking,Smartphone,1,Yes,Yes,No
1971,66,Male,Rural,Unemployed,4G,Vodafone,Prepaid,1961,6,749,40.9,336,34,Yes,2,No,No,3122,19071,Net Banking,Tablet,1,No,Yes,Yes
1972,57,Female,Rural,Housewife,4G,Jio,Prepaid,1619,24,444,20.56,434,91,No,4,Yes,Yes,4806,36636,Credit Card,Smartphone,3,Yes,No,Yes
1973,35,Male,Urban,Working Professional,4G,Vodafone,Postpaid,1413,12,2386,4.84,240,86,No,4,Yes,Yes,2441,33925,UPI,Basic Phone,2,Yes,Yes,Yes
1974,18,Female,Urban,Housewife,5G,Vodafone,Postpaid,648,12,550,23.11,293,2,No,5,No,Yes,2602,51526,Debit Card,Tablet,3,Yes,No,Yes
1975,33,Female,Urban,Working Professional,5G,Jio,Prepaid,488,12,1235,8.52,159,62,No,4,Yes,No,2551,35208,Debit Card,Basic Phone,3,No,No,Yes
1976,51,Female,Rural,Working Professional,4G,Airtel,Prepaid,1883,0,502,48.92,349,85,No,5,No,No,4311,50730,Net Banking,Basic Phone,1,No,No,Yes
1977,18,Male,Urban,Working Professional,5G,Jio,Postpaid,994,12,2216,3.0,190,41,No,5,Yes,No,1968,9524,Credit Card,Tablet,1,Yes,No,No
1978,63,Female,Rural,Housewife,4G,Jio,Prepaid,945,24,255,37.68,407,8,No,4,No,No,496,62957,Debit Card,Tablet,3,No,Yes,Yes
1979,41,Male,Rural,Student,4G,Jio,Prepaid,932,0,605,44.47,182,87,No,5,No,No,3243,6827,UPI,Tablet,3,No,Yes,No
1980,29,Female,Urban,Working Professional,5G,Airtel,Prepaid,1978,6,607,49.46,170,81,No,3,No,No,1068,28971,UPI,Tablet,2,No,Yes,No
1981,32,Female,Urban,Housewife,5G,Vodafone,Prepaid,425,0,549,25.67,135,45,No,4,Yes,No,1096,3550,Credit Card,Tablet,3,Yes,No,Yes
1982,35,Female,Urban,Working Professional,5G,Airtel,Postpaid,834,24,1702,15.09,411,51,No,4,No,No,4612,39328,Net Banking,Basic Phone,2,No,Yes,No
1983,23,Male,Urban,Retired,5G,Jio,Postpaid,1271,0,1955,42.4,271,39,No,5,No,Yes,2130,35709,UPI,Smartphone,3,No,Yes,Yes
1984,36,Male,Rural,Working Professional,5G,Airtel,Prepaid,1811,6,1533,14.59,331,67,No,3,Yes,No,4226,17512,Debit Card,Tablet,1,Yes,Yes,No
1985,40,Male,Rural,Student,5G,Jio,Prepaid,1531,12,1130,35.9,329,39,No,3,No,No,3712,26430,UPI,Smartphone,3,No,No,No
1986,26,Male,Urban,Unemployed,5G,Airtel,Postpaid,330,0,316,22.66,441,78,No,3,No,Yes,2328,91505,Net Banking,Basic Phone,3,Yes,No,Yes
1987,62,Male,Rural,Working Professional,4G,Airtel,Prepaid,483,0,1375,21.46,471,18,Yes,3,Yes,Yes,1502,94935,Credit Card,Basic Phone,2,Yes,Yes,Yes
1988,35,Female,Urban,Housewife,5G,Airtel,Prepaid,227,24,2299,15.53,432,92,No,4,No,Yes,1175,66682,Credit Card,Basic Phone,3,Yes,Yes,Yes
1989,23,Male,Urban,Working Professional,5G,Jio,Postpaid,1503,0,1922,7.96,128,6,No,5,Yes,No,4780,46462,Debit Card,Tablet,3,Yes,No,No
1990,70,Male,Rural,Working Professional,4G,Vodafone,Prepaid,1009,0,1671,46.73,404,48,No,3,Yes,Yes,1691,67390,Net Banking,Smartphone,1,Yes,Yes,Yes
1991,52,Male,Rural,Unemployed,4G,Airtel,Postpaid,285,24,906,7.3,350,51,Yes,3,Yes,Yes,1065,16478,UPI,Smartphone,1,Yes,No,No
1992,43,Female,Rural,Working Professional,4G,Airtel,Prepaid,714,12,920,33.49,364,74,No,5,No,No,2648,70007,Credit Card,Smartphone,1,No,Yes,Yes
1993,20,Male,Urban,Student,5G,Vodafone,Postpaid,335,0,647,24.12,56,22,No,5,Yes,Yes,4637,93014,UPI,Smartphone,1,Yes,Yes,Yes
1994,69,Female,Rural,Working Professional,5G,Vodafone,Postpaid,864,24,2002,31.5,63,29,No,5,No,No,1575,53767,Net Banking,Tablet,2,No,No,No
1995,52,Female,Rural,Housewife,5G,Jio,Prepaid,270,0,1675,4.82,103,27,Yes,1,Yes,No,2127,36637,Net Banking,Tablet,1,No,Yes,No
1996,25,Female,Urban,Working Professional,5G,Airtel,Postpaid,752,6,1392,45.66,139,90,Yes,2,No,No,4874,47367,UPI,Smartphone,2,Yes,Yes,No
1997,28,Male,Urban,Working Professional,5G,Vodafone,Prepaid,1644,6,2231,31.52,154,41,No,5,Yes,No,346,54977,Credit Card,Tablet,2,No,Yes,No
1998,65,Female,Rural,Unemployed,4G,Airtel,Postpaid,543,24,1755,27.13,492,12,No,3,Yes,Yes,4957,32481,UPI,Smartphone,1,No,No,No
1999,24,Female,Urban,Housewife,5G,Airtel,Postpaid,1460,6,1969,25.69,495,4,No,4,No,Yes,4370,68960,Debit Card,Tablet,2,No,Yes,Yes
2000,64,Male,Rural,Working Professional,4G,Vodafone,Prepaid,1281,0,1971,40.27,384,58,No,3,Yes,Yes,198,33942,Credit Card,Basic Phone,3,No,Yes,Yes
2001,59,Female,Rural,Working Professional,4G,Vodafone,Prepaid,737,0,2408,35.21,315,84,Yes,2,No,Yes,2324,74015,Net Banking,Basic Phone,1,No,No,No
2002,39,Female,Rural,Working Professional,5G,Vodafone,Prepaid,1180,24,305,31.06,261,88,Yes,3,Yes,Yes,3827,82477,Debit Card,Basic Phone,3,Yes,No,No
2003,29,Female,Urban,Housewife,5G,Jio,Postpaid,426,12,986,42.91,342,62,No,4,No,Yes,3021,7524,UPI,Smartphone,1,No,No,No
2004,50,Female,Rural,Unemployed,4G,Vodafone,Prepaid,1601,12,2311,2.75,300,1,No,3,No,Yes,4434,12856,Credit Card,Tablet,3,Yes,Yes,Yes
2005,26,Female,Urban,Unemployed,5G,Vodafone,Postpaid,1599,6,2706,10.1,441,45,No,4,No,No,4192,10260,UPI,Tablet,2,Yes,Yes,No
2006,28,Male,Urban,Working Professional,4G,Vodafone,Postpaid,139,12,1605,14.55,250,25,No,4,No,No,124,58913,Debit Card,Basic Phone,2,Yes,No,Yes
2007,27,Male,Urban,Working Professional,5G,Vodafone,Prepaid,1843,24,1564,45.31,6,29,No,4,No,Yes,2713,31674,Credit Card,Smartphone,2,Yes,Yes,Yes
2008,31,Male,Urban,Student,5G,Airtel,Postpaid,518,24,828,5.67,144,87,No,4,No,No,4340,12842,Debit Card,Basic Phone,3,No,Yes,No
2009,32,Male,Urban,Working Professional,5G,Airtel,Prepaid,1910,6,2146,22.46,181,10,No,3,No,Yes,4059,37850,Debit Card,Tablet,2,No,No,No
2010,21,Male,Urban,Working Professional,5G,Jio,Postpaid,569,24,1970,28.03,70,50,No,5,No,No,1460,50465,Credit Card,Basic Phone,2,Yes,Yes,No
2011,32,Male,Urban,Student,4G,Vodafone,Postpaid,626,6,1796,23.12,424,11,No,3,Yes,Yes,906,6354,Net Banking,Tablet,1,Yes,Yes,Yes
2012,18,Male,Urban,Working Professional,5G,Vodafone,Postpaid,1076,0,184,41.59,12,42,Yes,2,No,Yes,3770,70910,Net Banking,Smartphone,1,No,Yes,Yes
2013,28,Male,Urban,Unemployed,4G,Vodafone,Postpaid,835,24,1221,18.74,500,69,Yes,3,No,Yes,3445,61095,Debit Card,Smartphone,3,No,Yes,No
2014,64,Female,Rural,Unemployed,4G,Airtel,Prepaid,162,12,423,21.52,459,57,Yes,2,Yes,No,1841,63544,Credit Card,Tablet,1,Yes,Yes,Yes
2015,32,Male,Urban,Working Professional,5G,Vodafone,Postpaid,757,12,2963,18.91,130,46,No,3,Yes,No,4339,77535,UPI,Smartphone,2,Yes,Yes,No
2016,34,Male,Urban,Working Professional,5G,Airtel,Postpaid,1017,6,1446,27.63,299,71,No,4,No,No,2024,97471,Debit Card,Smartphone,2,No,No,No
2017,29,Female,Urban,Housewife,4G,Jio,Prepaid,449,24,2556,39.82,45,93,Yes,3,No,No,1175,10333,Credit Card,Smartphone,1,No,Yes,No
2018,70,Male,Rural,Unemployed,4G,Jio,Postpaid,1850,12,156,34.17,395,79,No,3,Yes,Yes,1345,46772,UPI,Tablet,3,Yes,Yes,Yes
2019,20,Male,Urban,Retired,5G,Vodafone,Postpaid,977,6,1734,38.38,55,55,No,3,Yes,Yes,311,16946,Credit Card,Basic Phone,3,Yes,No,Yes
2020,43,Female,Rural,Unemployed,4G,Vodafone,Prepaid,1145,12,171,12.42,499,59,No,5,Yes,No,4230,57974,Net Banking,Smartphone,2,No,No,No
2021,67,Male,Rural,Retired,4G,Vodafone,Prepaid,1299,6,2234,45.04,391,27,No,3,Yes,Yes,1384,45027,UPI,Tablet,3,Yes,No,No
2022,29,Female,Urban,Student,5G,Airtel,Prepaid,732,0,1484,30.63,455,19,No,5,No,No,2005,20231,Credit Card,Tablet,2,Yes,Yes,No
2023,33,Female,Urban,Unemployed,5G,Airtel,Postpaid,542,12,1831,3.86,162,32,No,3,No,Yes,3062,28964,Net Banking,Tablet,3,Yes,No,Yes
2024,25,Female,Urban,Housewife,5G,Jio,Prepaid,1594,24,2762,48.07,297,61,Yes,3,Yes,Yes,3975,33557,Net Banking,Basic Phone,3,No,No,Yes
2025,46,Female,Rural,Unemployed,5G,Vodafone,Prepaid,677,6,1780,1.02,358,24,No,3,No,Yes,3401,48740,Credit Card,Smartphone,3,No,Yes,No
2026,70,Male,Rural,Student,4G,Airtel,Prepaid,715,0,949,3.49,237,100,No,5,Yes,Yes,1223,76771,Net Banking,Basic Phone,2,No,Yes,Yes
2027,34,Male,Urban,Student,5G,Jio,Prepaid,1758,24,1816,8.15,188,5,No,4,No,No,2083,49362,Debit Card,Basic Phone,3,Yes,No,Yes
2028,51,Female,Rural,Unemployed,5G,Airtel,Prepaid,1843,24,2912,37.69,155,59,No,5,Yes,No,4780,54712,Credit Card,Tablet,2,Yes,No,Yes
2029,28,Male,Urban,Working Professional,5G,Vodafone,Postpaid,719,6,2411,43.43,325,98,No,3,Yes,No,2492,95952,UPI,Smartphone,3,Yes,No,No
2030,26,Female,Urban,Housewife,4G,Jio,Prepaid,1118,12,2331,43.51,178,67,No,5,Yes,Yes,3285,20630,Net Banking,Basic Phone,2,Yes,No,Yes
2031,59,Male,Rural,Retired,4G,Vodafone,Prepaid,1606,0,1385,20.67,64,99,No,4,Yes,Yes,855,3892,Debit Card,Basic Phone,3,Yes,No,No
2032,26,Female,Urban,Working Professional,5G,Jio,Postpaid,1606,6,202,44.34,124,78,Yes,2,Yes,Yes,2747,49049,Debit Card,Tablet,3,No,Yes,No
2033,49,Male,Rural,Student,4G,Jio,Postpaid,245,6,2622,31.52,119,35,Yes,1,No,Yes,593,51182,Debit Card,Smartphone,3,No,No,No
2034,43,Male,Rural,Working Professional,4G,Vodafone,Prepaid,1549,12,333,14.32,176,25,No,4,No,Yes,1445,95896,Debit Card,Smartphone,3,No,Yes,Yes
2035,69,Male,Rural,Working Professional,4G,Jio,Postpaid,949,6,701,10.82,63,1,No,5,No,Yes,532,87131,Net Banking,Tablet,1,No,Yes,Yes
2036,44,Female,Rural,Working Professional,4G,Vodafone,Prepaid,649,6,1945,9.31,386,95,Yes,1,No,Yes,1136,28134,Net Banking,Smartphone,3,No,No,No
2037,21,Male,Urban,Working Professional,4G,Jio,Prepaid,1330,12,2402,38.61,138,91,No,5,No,No,1405,27930,Debit Card,Smartphone,2,No,No,Yes
2038,40,Female,Rural,Student,4G,Airtel,Prepaid,1513,0,1199,44.22,60,78,No,5,Yes,No,4464,64556,Credit Card,Smartphone,1,No,No,No
2039,26,Female,Urban,Working Professional,5G,Vodafone,Prepaid,1440,24,1611,47.43,142,5,No,5,No,No,215,41720,Debit Card,Basic Phone,2,No,No,Yes
2040,57,Female,Rural,Working Professional,5G,Vodafone,Prepaid,1806,24,1605,30.19,50,52,No,3,Yes,No,1331,69467,UPI,Basic Phone,3,Yes,Yes,No
2041,24,Female,Urban,Unemployed,5G,Vodafone,Postpaid,1807,0,1111,4.74,21,65,No,3,Yes,No,1713,4135,Debit Card,Basic Phone,3,No,Yes,No
2042,39,Female,Rural,Working Professional,4G,Airtel,Prepaid,1319,24,1890,26.79,390,4,No,3,No,No,2559,51810,UPI,Smartphone,3,No,Yes,No
2043,33,Male,Urban,Student,4G,Jio,Prepaid,1455,0,2591,5.31,349,91,No,5,Yes,Yes,4844,52967,UPI,Smartphone,2,No,Yes,Yes
2044,31,Female,Urban,Unemployed,5G,Airtel,Postpaid,1726,6,1552,26.63,265,48,Yes,3,No,No,931,90371,Credit Card,Basic Phone,1,No,Yes,No
2045,41,Female,Rural,Student,4G,Jio,Postpaid,292,6,794,19.54,295,2,Yes,1,No,No,466,24426,Debit Card,Tablet,2,Yes,No,No
2046,18,Female,Urban,Working Professional,4G,Vodafone,Postpaid,604,0,1064,11.45,374,48,No,3,No,Yes,4769,11925,UPI,Smartphone,3,No,Yes,Yes
2047,57,Male,Rural,Unemployed,4G,Jio,Prepaid,366,12,2304,8.15,263,2,Yes,2,Yes,Yes,4013,17971,UPI,Basic Phone,3,Yes,Yes,Yes
2048,68,Male,Rural,Student,4G,Jio,Postpaid,1208,24,1061,30.26,475,29,Yes,2,Yes,Yes,4959,63068,UPI,Smartphone,2,No,No,No
2049,63,Male,Rural,Working Professional,5G,Vodafone,Prepaid,134,12,951,32.16,274,100,Yes,1,Yes,No,189,54415,Debit Card,Basic Phone,1,No,No,No
2050,19,Male,Urban,Student,5G,Jio,Postpaid,561,6,1385,38.16,33,73,No,5,No,No,468,63162,Credit Card,Smartphone,3,Yes,No,No
2051,69,Male,Rural,Working Professional,4G,Airtel,Prepaid,1023,6,148,44.11,36,44,No,3,Yes,No,3979,38104,UPI,Smartphone,1,No,Yes,Yes
2052,26,Female,Urban,Unemployed,4G,Airtel,Postpaid,555,6,2291,19.51,202,59,No,5,No,No,2669,89019,Debit Card,Tablet,1,No,No,No
2053,48,Male,Rural,Working Professional,5G,Jio,Postpaid,1019,12,91,40.42,271,57,No,4,Yes,No,3863,45480,Net Banking,Smartphone,1,Yes,No,Yes
2054,25,Female,Urban,Working Professional,5G,Vodafone,Postpaid,1441,24,206,44.84,166,83,No,4,No,No,2389,6005,Debit Card,Smartphone,3,Yes,No,Yes
2055,33,Female,Urban,Unemployed,5G,Jio,Postpaid,1558,0,1244,5.99,465,74,No,4,Yes,No,898,30440,Credit Card,Smartphone,2,Yes,No,Yes
2056,25,Male,Urban,Working Professional,5G,Airtel,Postpaid,740,12,2271,36.71,147,37,No,5,No,No,3245,96174,Net Banking,Smartphone,2,No,Yes,No
2057,27,Female,Urban,Working Professional,4G,Vodafone,Prepaid,344,24,1911,15.37,280,24,No,4,Yes,No,3554,70115,Credit Card,Basic Phone,2,Yes,No,No
2058,55,Male,Rural,Student,4G,Airtel,Prepaid,1151,12,1412,35.71,434,68,Yes,2,Yes,Yes,3853,1504,Net Banking,Smartphone,3,Yes,Yes,No
2059,35,Female,Urban,Student,5G,Airtel,Prepaid,646,12,2193,37.2,111,15,Yes,3,Yes,No,4618,8278,Net Banking,Tablet,2,No,Yes,No
